"a1","a2","a3","a4","a5","a6","b1","b2","b3","b4","b5","b6","c1","c2","c3","c4","c5","c6","d1","d2","d3","d4","d5","d6","e1","e2","e3","e4","e5","e6","f1","f2","f3","f4","f5","f6","g1","g2","g3","g4","g5","g6","winner","CenterTokens","HorizontalWeightedScore","HeighestPiece","OpenRun","OpenFirstLevel","HorizontalCenterWeightedScoreTimesOpenRunBonusPointsYay"
"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","1","2","1","1","0","0","2","0","0","0","0","0","2","-2","0","Player1","-2","3","0"
"1","1","0","0","0","0","2","1","1","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","-6","Player2","2","3","-12"
"1","2","0","0","0","0","2","1","1","2","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","-4","Player1","0","4","0"
"2","2","0","0","0","0","0","0","0","0","0","0","1","1","1","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","2","Player2","-2","3","-4"
"0","0","0","0","0","0","1","0","0","0","0","0","2","1","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","2","0","0","0","0","1","0","2","Player1","1","2","2"
"1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","2","2","0","1","0","4","Player2","3","4","12"
"2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","1","0","0","2","0","0","Player1","0","2","0"
"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","2","1","2","2","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","-1","-6","Player2","0","3","0"
"1","1","2","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","-6","Neither","0","4","0"
"2","1","0","0","0","0","1","2","0","0","0","0","1","2","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","-2","Neither","-3","2","6"
"2","0","0","0","0","0","1","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","-1","2","Player2","-1","3","-2"
"1","0","0","0","0","0","2","0","0","0","0","0","1","1","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","2","0","2","Neither","0","2","0"
"2","1","2","2","0","0","1","0","0","0","0","0","2","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","10","Player2","1","3","10"
"2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","1","0","2","Player1","2","3","4"
"0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","0","0","0","2","2","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","-2","Player1","-5","4","10"
"0","0","0","0","0","0","2","0","0","0","0","0","1","2","2","1","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","4","Player1","-3","4","-12"
"2","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","1","2","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","8","Player1","6","3","48"
"1","1","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","-10","Player2","-1","3","10"
"1","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","2","1","-2","Player2","-1","2","2"
"0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","1","2","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","1","1","0","0","0","0","2","-1","-8","Neither","-1","1","8"
"0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","0","0","0","1","0","4","Neither","1","4","4"
"2","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","2","2","0","0","0","0","0","0","0","0","0","1","0","2","Player2","0","2","0"
"0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","2","2","0","0","0","1","-1","0","Player2","1","3","0"
"2","0","0","0","0","0","1","0","0","0","0","0","2","1","0","0","0","0","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","-4","Player1","0","2","0"
"2","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","2","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","12","Player1","0","3","0"
"1","1","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","-4","Player1","-1","4","4"
"1","1","2","1","1","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","-4","Player2","0","4","0"
"0","0","0","0","0","0","2","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","0","0","0","1","0","0","0","0","0","2","0","0","Player2","0","3","0"
"1","1","2","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","2","0","0","0","0","1","0","-2","Player2","0","3","0"
"1","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","1","1","2","0","0","1","0","-2","Player2","0","3","0"
"1","2","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","1","0","0","0","0","2","0","-8","Neither","-1","2","8"
"1","2","1","2","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","-1","4","Player2","2","4","8"
"2","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","1","0","0","0","0","0","1","0","2","Player1","4","1","8"
"2","1","0","0","0","0","2","1","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","1","8","Player2","2","2","16"
"1","1","0","0","0","0","0","0","0","0","0","0","2","2","1","0","0","0","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","-10","Neither","-4","4","40"
"0","0","0","0","0","0","1","2","0","0","0","0","2","0","0","0","0","0","2","1","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","Player1","-2","4","-4"
"1","2","1","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","0","0","0","1","0","0","Neither","-1","4","0"
"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","1","-2","-6","Player1","-2","3","12"
"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","1","1","0","2","0","-8","Player1","-2","4","16"
"1","0","0","0","0","0","0","0","0","0","0","0","1","2","1","2","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","-1","0","Player1","1","3","0"
"2","0","0","0","0","0","1","2","0","0","0","0","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","-2","Player1","-1","2","2"
"0","0","0","0","0","0","1","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","1","2","0","0","0","1","0","2","Player1","-1","4","-2"
"2","0","0","0","0","0","1","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","2","0","0","Player1","0","3","0"
"2","0","0","0","0","0","2","1","2","1","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","2","Player1","1","2","2"
"0","0","0","0","0","0","1","2","2","0","0","0","1","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","2","0","-6","Player2","-4","3","24"
"1","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","2","0","-8","Player1","-4","3","32"
"0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","1","2","1","0","0","2","0","-8","Player1","-1","3","8"
"0","0","0","0","0","0","1","1","0","0","0","0","2","2","1","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","-1","0","Player1","2","3","0"
"0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","2","0","0","0","0","0","2","1","0","0","0","0","2","0","0","0","0","0","1","2","0","0","0","0","1","0","0","Neither","3","2","0"
"1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","2","0","0","0","0","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","-1","-12","Player2","-3","3","36"
"1","2","0","0","0","0","0","0","0","0","0","0","1","2","1","0","0","0","0","0","0","0","0","0","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","-1","0","Neither","1","4","0"
"2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","1","-1","2","Player1","1","2","2"
"0","0","0","0","0","0","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1","2","2","0","0","1","1","8","Player2","0","3","0"
"2","1","0","0","0","0","1","2","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","Player2","-2","3","-4"
"0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","2","2","0","0","0","0","0","0","0","1","0","2","Player2","3","4","6"
"1","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","2","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","-10","Player1","-1","4","10"
"0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","1","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","6","Player2","4","4","24"
"1","1","2","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","0","2","0","-8","Player2","-1","4","8"
"0","0","0","0","0","0","1","1","0","0","0","0","2","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","1","0","0","0","0","1","0","-10","Neither","-1","2","10"
"1","2","1","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","1","0","2","Player1","-1","3","-2"
"0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","1","2","2","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","-1","-2","Player2","0","4","0"
"0","0","0","0","0","0","1","0","0","0","0","0","1","2","2","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","2","1","-4","Player2","-2","2","8"
"2","0","0","0","0","0","0","0","0","0","0","0","2","1","2","1","0","0","1","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","6","Player1","1","3","6"
"2","1","2","2","0","0","0","0","0","0","0","0","2","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","12","Player2","3","4","36"
"2","0","0","0","0","0","1","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","1","0","0","0","0","0","0","0","0","1","0","2","Player1","2","3","4"
"1","1","0","0","0","0","1","0","0","0","0","0","2","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","-8","Player1","1","3","-8"
"0","0","0","0","0","0","2","0","0","0","0","0","1","2","2","1","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","Player1","0","4","0"
"2","2","1","0","0","0","1","0","0","0","0","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","6","Player1","1","3","6"
"0","0","0","0","0","0","1","2","2","0","0","0","2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","2","0","-4","Player2","-2","3","8"
"1","2","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","1","1","4","Player2","-1","1","-4"
"2","1","2","2","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","8","Player2","1","4","8"
"1","1","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","0","0","0","0","0","0","0","0","1","0","-2","Player1","2","2","-4"
"2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","2","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","1","-1","4","Player1","1","0","4"
"0","0","0","0","0","0","2","2","0","0","0","0","1","1","0","0","0","0","2","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","Player1","2","3","4"
"1","1","1","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","-12","Player2","-2","5","24"
"1","1","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0","2","Player2","-1","3","-2"
"1","1","2","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","2","0","-10","Player1","-3","3","30"
"0","0","0","0","0","0","1","2","2","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","2","-1","-6","Player2","-2","3","12"
"1","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","2","1","2","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","2","0","-6","Player2","0","3","0"
"1","0","0","0","0","0","2","1","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","2","0","0","0","0","1","0","-4","Player1","0","2","0"
"2","0","0","0","0","0","0","0","0","0","0","0","1","1","2","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","2","Player2","0","4","0"
"1","1","2","0","0","0","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","2","0","-2","Player2","-1","4","2"
"0","0","0","0","0","0","2","1","2","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","2","0","0","0","0","0","1","0","6","Player1","0","3","0"
"2","2","0","0","0","0","1","1","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","6","Player2","0","3","0"
"0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","1","2","2","1","0","0","0","0","0","0","0","0","1","-1","2","Player1","0","3","0"
"0","0","0","0","0","0","2","1","2","0","0","0","2","0","0","0","0","0","1","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","6","Player2","2","4","12"
"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","2","2","1","1","0","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0","-4","Player1","1","2","-4"
"0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","2","2","1","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","1","0","0","0","0","0","2","0","-6","Player1","-4","3","24"
"0","0","0","0","0","0","2","0","0","0","0","0","1","1","1","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","6","Player2","0","4","0"
"2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","1","0","0","0","0","1","0","0","Neither","0","2","0"
"0","0","0","0","0","0","1","1","2","1","2","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","-2","Player1","-2","4","4"
"1","2","2","1","0","0","2","0","0","0","0","0","2","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","6","Player1","2","3","12"
"0","0","0","0","0","0","1","2","0","0","0","0","1","0","0","0","0","0","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","2","0","-2","Player2","1","3","-2"
"1","1","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","0","2","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","-1","-12","Player2","-3","3","36"
"0","0","0","0","0","0","2","1","2","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","6","Player1","0","3","0"
"2","1","0","0","0","0","1","1","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","1","0","-4","Neither","0","3","0"
"1","0","0","0","0","0","2","0","0","0","0","0","2","2","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","4","Player1","1","2","4"
"1","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","2","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","-2","-4","Player2","0","4","0"
"2","1","1","0","0","0","2","1","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","-2","Player1","0","3","0"
"1","2","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","1","0","0","0","0","2","0","0","0","0","0","1","-1","2","Neither","1","1","2"
"2","0","0","0","0","0","1","1","0","0","0","0","2","0","0","0","0","0","1","1","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","-1","2","Player2","3","2","6"
"2","1","2","0","0","0","1","2","1","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","Neither","0","3","0"
"0","0","0","0","0","0","1","2","2","1","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","-6","Player1","0","3","0"
"0","0","0","0","0","0","1","1","1","2","0","0","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","-2","Player2","3","4","-6"
"0","0","0","0","0","0","1","0","0","0","0","0","1","2","2","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","2","0","-2","Player2","-1","3","2"
"1","1","2","1","0","0","2","2","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","-2","Player1","0","3","0"
"0","0","0","0","0","0","1","1","0","0","0","0","2","0","0","0","0","0","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","1","0","-6","Player1","-1","3","6"
"0","0","0","0","0","0","1","0","0","0","0","0","2","2","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","1","0","0","Player2","1","3","0"
"0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","2","1","1","2","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","Player2","5","3","10"
"2","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","0","0","1","0","2","Player1","-1","3","-2"
"1","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","1","-1","4","Neither","2","2","8"
"2","0","0","0","0","0","1","1","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","0","0","0","0","0","0","0","0","0","1","0","2","Player2","3","3","6"
"0","0","0","0","0","0","1","2","1","0","0","0","0","0","0","0","0","0","1","2","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","-1","-8","Neither","-2","3","16"
"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","1","2","2","0","1","0","0","0","0","0","1","0","0","0","0","0","2","-3","-6","Player2","2","3","-12"
"1","1","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","2","-2","-8","Neither","-2","3","16"
"1","2","1","1","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","-1","-6","Player1","-1","4","6"
"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","0","0","0","0","0","0","0","0","1","2","1","2","0","0","0","0","0","0","0","0","1","0","6","Player2","2","4","12"
"2","2","1","0","0","0","2","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","10","Player1","1","2","10"
"2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","1","0","0","1","2","0","0","0","0","1","0","4","Player1","1","3","4"
"1","2","2","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","-1","-6","Player1","-1","3","6"
"0","0","0","0","0","0","1","2","2","2","1","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","-2","Player1","-1","3","2"
"2","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","0","0","1","0","6","Player2","0","4","0"
"1","0","0","0","0","0","2","2","0","0","0","0","1","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0","6","Player2","0","2","0"
"2","0","0","0","0","0","1","2","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","1","0","0","0","0","1","0","-2","Neither","0","2","0"
"2","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","2","1","2","0","0","0","0","0","0","0","0","2","0","0","Player2","0","2","0"
"1","1","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","1","0","-4","Neither","0","3","0"
"0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","2","1","0","0","0","0","1","0","0","0","0","0","2","1","0","0","0","0","2","0","0","0","0","0","1","1","4","Neither","2","2","8"
"0","0","0","0","0","0","1","1","2","1","0","0","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","-2","Player1","-2","4","4"
"2","1","0","0","0","0","1","2","1","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","-4","Player1","-2","3","8"
"2","0","0","0","0","0","1","1","0","0","0","0","1","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","1","0","-2","Neither","-1","2","2"
"2","1","0","0","0","0","1","1","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","2","Player2","2","4","4"
"1","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","2","-1","-8","Player2","-2","2","16"
"1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","1","1","0","0","0","0","2","0","-8","Neither","-2","2","16"
